image,ADI,BACK,LYM,STR,DEB,MUC,TUM,MUS,NORM
BACK-KCAQQPFK,0,1,0,0,0,0,0,0,0
ADI-AEWDWFNV,1,0,0,0,0,0,0,0,0
STR-WTIENEAG,0,0,0,1,0,0,0,0,0
DEB-PMNWLMGM,0,0,0,0,1,0,0,0,0
TUM-IDAMWCPA,0,0,0,0,0,0,1,0,0
MUS-SEEMRFTT,0,0,0,0,0,0,0,1,0
LYM-DKKHPWRR,0,0,1,0,0,0,0,0,0
MUC-FHAYVSGP,0,0,0,0,0,1,0,0,0
NORM-QVEDFKDG,0,0,0,0,0,0,0,0,1
BACK-GKTSNESY,0,1,0,0,0,0,0,0,0
ADI-AGYEKQNG,1,0,0,0,0,0,0,0,0
TUM-DFMTWHIN,0,0,0,0,0,0,1,0,0
DEB-REKNTRSM,0,0,0,0,1,0,0,0,0
STR-KQEKPRLL,0,0,0,1,0,0,0,0,0
MUS-HKALFIPC,0,0,0,0,0,0,0,1,0
LYM-GCFECLFG,0,0,1,0,0,0,0,0,0
MUC-HESRMVIL,0,0,0,0,0,1,0,0,0
BACK-FAKAEDLG,0,1,0,0,0,0,0,0,0
TUM-NTIWWQHG,0,0,0,0,0,0,1,0,0
ADI-MYYMIQWD,1,0,0,0,0,0,0,0,0
MUS-ANGVPFFR,0,0,0,0,0,0,0,1,0
NORM-FWDFMVIK,0,0,0,0,0,0,0,0,1
DEB-NSLKSFKM,0,0,0,0,1,0,0,0,0
STR-EIMVRNPD,0,0,0,1,0,0,0,0,0
LYM-AENICVLS,0,0,1,0,0,0,0,0,0
TUM-STCSWTIA,0,0,0,0,0,0,1,0,0
MUS-IICYLYNK,0,0,0,0,0,0,0,1,0
BACK-ITSWGHYV,0,1,0,0,0,0,0,0,0
ADI-KLRFHQSW,1,0,0,0,0,0,0,0,0
MUC-YTDLTQDS,0,0,0,0,0,1,0,0,0
DEB-AVTPTVNI,0,0,0,0,1,0,0,0,0
STR-TPTKSRMW,0,0,0,1,0,0,0,0,0
NORM-WCDHIFTA,0,0,0,0,0,0,0,0,1
LYM-MWLAPKVI,0,0,1,0,0,0,0,0,0
TUM-EQYHAEDD,0,0,0,0,0,0,1,0,0
MUS-HFQDGQFG,0,0,0,0,0,0,0,1,0
BACK-GQPCCQKG,0,1,0,0,0,0,0,0,0
ADI-GTDTMNKK,1,0,0,0,0,0,0,0,0
DEB-GHFFFHTE,0,0,0,0,1,0,0,0,0
TUM-GPMWRSES,0,0,0,0,0,0,1,0,0
MUC-GYGFTIED,0,0,0,0,0,1,0,0,0
LYM-LVVMFMKE,0,0,1,0,0,0,0,0,0
STR-RRQRSLVA,0,0,0,1,0,0,0,0,0
MUS-VDQYYYIM,0,0,0,0,0,0,0,1,0
NORM-HKTGLKSI,0,0,0,0,0,0,0,0,1
BACK-GAAWQIEF,0,1,0,0,0,0,0,0,0
TUM-YTRTGCPM,0,0,0,0,0,0,1,0,0
DEB-LDFYSDPL,0,0,0,0,1,0,0,0,0
ADI-EEEIKCQC,1,0,0,0,0,0,0,0,0
LYM-FRWGTRPE,0,0,1,0,0,0,0,0,0
MUS-NGCEFTVS,0,0,0,0,0,0,0,1,0
STR-FIMFTKAE,0,0,0,1,0,0,0,0,0
MUC-WFMECKQM,0,0,0,0,0,1,0,0,0
TUM-PSRSAVNQ,0,0,0,0,0,0,1,0,0
NORM-QKPLKCTV,0,0,0,0,0,0,0,0,1
DEB-SIETGFQI,0,0,0,0,1,0,0,0,0
BACK-MAWNTNRR,0,1,0,0,0,0,0,0,0
MUS-SYRNRNIF,0,0,0,0,0,0,0,1,0
ADI-KCSFLMYA,1,0,0,0,0,0,0,0,0
LYM-VHRCMHEH,0,0,1,0,0,0,0,0,0
STR-LDMIMHGN,0,0,0,1,0,0,0,0,0
TUM-CVCVFREN,0,0,0,0,0,0,1,0,0
MUC-HRKGFIQK,0,0,0,0,0,1,0,0,0
DEB-NARPLTFQ,0,0,0,0,1,0,0,0,0
MUS-LKADAVVE,0,0,0,0,0,0,0,1,0
BACK-KGQMYGAH,0,1,0,0,0,0,0,0,0
NORM-CYKAATQP,0,0,0,0,0,0,0,0,1
LYM-IMQMQKIS,0,0,1,0,0,0,0,0,0
ADI-EHWQLHPP,1,0,0,0,0,0,0,0,0
TUM-MMVVWTTD,0,0,0,0,0,0,1,0,0
STR-EGFSGIYV,0,0,0,1,0,0,0,0,0
MUS-AKCWGKWE,0,0,0,0,0,0,0,1,0
DEB-TITILFTN,0,0,0,0,1,0,0,0,0
MUC-DHPVECHA,0,0,0,0,0,1,0,0,0
TUM-KYMCCSFS,0,0,0,0,0,0,1,0,0
LYM-YYKNFRGE,0,0,1,0,0,0,0,0,0
BACK-HEGCIATL,0,1,0,0,0,0,0,0,0
ADI-KGIWWYGW,1,0,0,0,0,0,0,0,0
NORM-RMNNPKIP,0,0,0,0,0,0,0,0,1
MUS-KWKSHSCI,0,0,0,0,0,0,0,1,0
STR-ICKHGERR,0,0,0,1,0,0,0,0,0
TUM-GHPQQALP,0,0,0,0,0,0,1,0,0
DEB-RFLNEFNL,0,0,0,0,1,0,0,0,0
LYM-KGLCNTIH,0,0,1,0,0,0,0,0,0
BACK-HILIDRVK,0,1,0,0,0,0,0,0,0
ADI-GRDTPMHR,1,0,0,0,0,0,0,0,0
MUC-TEPLNNTR,0,0,0,0,0,1,0,0,0
MUS-NGLLCDCR,0,0,0,0,0,0,0,1,0
TUM-WEVLTSGS,0,0,0,0,0,0,1,0,0
STR-MDHTPLFK,0,0,0,1,0,0,0,0,0
NORM-ASCDHMEK,0,0,0,0,0,0,0,0,1
DEB-WYYWYERA,0,0,0,0,1,0,0,0,0
LYM-PIGHSEIW,0,0,1,0,0,0,0,0,0
MUS-DTEAHKQQ,0,0,0,0,0,0,0,1,0
BACK-APEKSAMS,0,1,0,0,0,0,0,0,0
ADI-PDPAWCLS,1,0,0,0,0,0,0,0,0
TUM-KVTDMRQE,0,0,0,0,0,0,1,0,0
MUC-AFRNIKSR,0,0,0,0,0,1,0,0,0
STR-CWPMISYD,0,0,0,1,0,0,0,0,0
DEB-TKVGHVWI,0,0,0,0,1,0,0,0,0
NORM-TKKESSFL,0,0,0,0,0,0,0,0,1
LYM-NQPGYGWQ,0,0,1,0,0,0,0,0,0
MUS-NKLDEHNY,0,0,0,0,0,0,0,1,0
TUM-MDEQSWPC,0,0,0,0,0,0,1,0,0
BACK-LTWCRTWV,0,1,0,0,0,0,0,0,0
ADI-NHLEFHHS,1,0,0,0,0,0,0,0,0
STR-NKDCCWAP,0,0,0,1,0,0,0,0,0
DEB-RRCYWERW,0,0,0,0,1,0,0,0,0
MUC-FGLHRVHN,0,0,0,0,0,1,0,0,0
MUS-IGWYWRAL,0,0,0,0,0,0,0,1,0
TUM-HRERAVYK,0,0,0,0,0,0,1,0,0
LYM-CGTTYVRS,0,0,1,0,0,0,0,0,0
NORM-HWYPHAFS,0,0,0,0,0,0,0,0,1
BACK-ERWKAQEK,0,1,0,0,0,0,0,0,0
ADI-KSDLGVYW,1,0,0,0,0,0,0,0,0
MUS-HDNNAYHQ,0,0,0,0,0,0,0,1,0
TUM-LIIARQMA,0,0,0,0,0,0,1,0,0
DEB-QFFPVWHE,0,0,0,0,1,0,0,0,0
STR-WVKMTHPA,0,0,0,1,0,0,0,0,0
LYM-GYQRWEIE,0,0,1,0,0,0,0,0,0
MUC-GLNKLMKQ,0,0,0,0,0,1,0,0,0
BACK-MAWPIEQF,0,1,0,0,0,0,0,0,0
NORM-MSSKMFKK,0,0,0,0,0,0,0,0,1
MUS-GQCANAIW,0,0,0,0,0,0,0,1,0
TUM-MLVNVQIQ,0,0,0,0,0,0,1,0,0
ADI-KRRDYTPV,1,0,0,0,0,0,0,0,0
DEB-LCTTVIVN,0,0,0,0,1,0,0,0,0
LYM-TAGCFCSE,0,0,1,0,0,0,0,0,0
STR-NVGSYNKA,0,0,0,1,0,0,0,0,0
TUM-SPTYSTSS,0,0,0,0,0,0,1,0,0
MUS-MPCGHFQG,0,0,0,0,0,0,0,1,0
MUC-SWGNIYKM,0,0,0,0,0,1,0,0,0
BACK-NCLQMHYW,0,1,0,0,0,0,0,0,0
ADI-AFWHMKCS,1,0,0,0,0,0,0,0,0
DEB-RSYHCHTC,0,0,0,0,1,0,0,0,0
NORM-FRGPKIIE,0,0,0,0,0,0,0,0,1
LYM-YNPKDEFM,0,0,1,0,0,0,0,0,0
STR-SLELPHAI,0,0,0,1,0,0,0,0,0
TUM-LQRLRHVP,0,0,0,0,0,0,1,0,0
MUS-EGCSRPVM,0,0,0,0,0,0,0,1,0
BACK-GQRWKNPD,0,1,0,0,0,0,0,0,0
MUC-KCAEYHRQ,0,0,0,0,0,1,0,0,0
DEB-WRCHTMGH,0,0,0,0,1,0,0,0,0
ADI-KMNCVWYF,1,0,0,0,0,0,0,0,0
LYM-WQTTFWVQ,0,0,1,0,0,0,0,0,0
TUM-DAPCWIVS,0,0,0,0,0,0,1,0,0
MUS-MTQFCYRQ,0,0,0,0,0,0,0,1,0
STR-LGDKFRMY,0,0,0,1,0,0,0,0,0
NORM-TIGKIWYL,0,0,0,0,0,0,0,0,1
BACK-NRWRHHSY,0,1,0,0,0,0,0,0,0
DEB-QAQDQLTR,0,0,0,0,1,0,0,0,0
TUM-AQVCFFFS,0,0,0,0,0,0,1,0,0
LYM-CQFFSREG,0,0,1,0,0,0,0,0,0
ADI-ICIWTEYM,1,0,0,0,0,0,0,0,0
MUS-NIPHSYAV,0,0,0,0,0,0,0,1,0
MUC-HGSSLIMD,0,0,0,0,0,1,0,0,0
STR-KEQGPFQW,0,0,0,1,0,0,0,0,0
NORM-PFYSFCSI,0,0,0,0,0,0,0,0,1
TUM-ARETEPYD,0,0,0,0,0,0,1,0,0
DEB-KCMFQDIM,0,0,0,0,1,0,0,0,0
MUS-KKGEMIQN,0,0,0,0,0,0,0,1,0
BACK-FDAINTQV,0,1,0,0,0,0,0,0,0
LYM-DPLRRHCQ,0,0,1,0,0,0,0,0,0
ADI-DFGFEMGY,1,0,0,0,0,0,0,0,0
MUC-KNIFCKLW,0,0,0,0,0,1,0,0,0
TUM-QKVTEADA,0,0,0,0,0,0,1,0,0
STR-SKDVLAEL,0,0,0,1,0,0,0,0,0
MUS-NQNVQWIR,0,0,0,0,0,0,0,1,0
DEB-FCMMWRDW,0,0,0,0,1,0,0,0,0
NORM-WKPDTRWS,0,0,0,0,0,0,0,0,1
LYM-VQQWCCYN,0,0,1,0,0,0,0,0,0
BACK-FFMMGVKQ,0,1,0,0,0,0,0,0,0
ADI-NCTGWDKR,1,0,0,0,0,0,0,0,0
TUM-HRMMFFLR,0,0,0,0,0,0,1,0,0
STR-DWANIQFQ,0,0,0,1,0,0,0,0,0
MUS-IGVSYWMC,0,0,0,0,0,0,0,1,0
MUC-QIFQNGPS,0,0,0,0,0,1,0,0,0
DEB-NVWKSVPV,0,0,0,0,1,0,0,0,0
LYM-IIISQAYE,0,0,1,0,0,0,0,0,0
TUM-ILHSDNYQ,0,0,0,0,0,0,1,0,0
BACK-ITPLATLP,0,1,0,0,0,0,0,0,0
NORM-SKDHFDDL,0,0,0,0,0,0,0,0,1
ADI-CKNIDENH,1,0,0,0,0,0,0,0,0
MUS-TLATMQTE,0,0,0,0,0,0,0,1,0
STR-AARGWRRS,0,0,0,1,0,0,0,0,0
DEB-AMKPQNVD,0,0,0,0,1,0,0,0,0
TUM-YWEIGNNT,0,0,0,0,0,0,1,0,0
LYM-IIPINLTF,0,0,1,0,0,0,0,0,0
MUC-MCLYDRWV,0,0,0,0,0,1,0,0,0
BACK-NGRPDNRH,0,1,0,0,0,0,0,0,0
MUS-LIQYEWKW,0,0,0,0,0,0,0,1,0
ADI-ACGPLPIS,1,0,0,0,0,0,0,0,0
NORM-EYQAATDT,0,0,0,0,0,0,0,0,1
TUM-SFWRAWNF,0,0,0,0,0,0,1,0,0
STR-DPDHEMER,0,0,0,1,0,0,0,0,0
DEB-MNSSKFEH,0,0,0,0,1,0,0,0,0
LYM-QLKDVCKC,0,0,1,0,0,0,0,0,0
MUS-QFKRFLCG,0,0,0,0,0,0,0,1,0
BACK-ARDNSWKT,0,1,0,0,0,0,0,0,0
MUC-GDSPQRGQ,0,0,0,0,0,1,0,0,0
TUM-SQNCEKMT,0,0,0,0,0,0,1,0,0
ADI-ALVNTWSS,1,0,0,0,0,0,0,0,0
NORM-AMQGAAYQ,0,0,0,0,0,0,0,0,1
DEB-KAESGERL,0,0,0,0,1,0,0,0,0
STR-SKHCDCAP,0,0,0,1,0,0,0,0,0
LYM-EKRWWLRG,0,0,1,0,0,0,0,0,0
MUS-TAYGNMEA,0,0,0,0,0,0,0,1,0
TUM-TLLIKKCW,0,0,0,0,0,0,1,0,0
BACK-CRIVCIDF,0,1,0,0,0,0,0,0,0
ADI-CFPPTPMR,1,0,0,0,0,0,0,0,0
MUC-CDPSDKSW,0,0,0,0,0,1,0,0,0
MUS-FLRLIANM,0,0,0,0,0,0,0,1,0
DEB-QVWSLMIL,0,0,0,0,1,0,0,0,0
LYM-MFYCGAQK,0,0,1,0,0,0,0,0,0
STR-TSDMLMQF,0,0,0,1,0,0,0,0,0
TUM-KCPKFSSY,0,0,0,0,0,0,1,0,0
NORM-QVIESNNP,0,0,0,0,0,0,0,0,1
BACK-MLKMRSLQ,0,1,0,0,0,0,0,0,0
ADI-SCGTAQYW,1,0,0,0,0,0,0,0,0
MUS-ATYTETFD,0,0,0,0,0,0,0,1,0
DEB-MNRIPFEK,0,0,0,0,1,0,0,0,0
TUM-TRLHNERL,0,0,0,0,0,0,1,0,0
LYM-FFTSCLKR,0,0,1,0,0,0,0,0,0
MUC-AWCKGSVP,0,0,0,0,0,1,0,0,0
STR-VENTMNHP,0,0,0,1,0,0,0,0,0
NORM-GPVGVPMA,0,0,0,0,0,0,0,0,1
MUS-LWFQMKPK,0,0,0,0,0,0,0,1,0
BACK-LVYEWMIE,0,1,0,0,0,0,0,0,0
TUM-RMSYTRPS,0,0,0,0,0,0,1,0,0
ADI-KDDWFLFF,1,0,0,0,0,0,0,0,0
LYM-RAPKVLSH,0,0,1,0,0,0,0,0,0
DEB-QDGTISQD,0,0,0,0,1,0,0,0,0
STR-KLQTWIPM,0,0,0,1,0,0,0,0,0
MUC-TFGVWGCK,0,0,0,0,0,1,0,0,0
MUS-HPPKEHQW,0,0,0,0,0,0,0,1,0
TUM-SGYGCKGV,0,0,0,0,0,0,1,0,0
BACK-HPKTDSFD,0,1,0,0,0,0,0,0,0
NORM-GKTEEFLD,0,0,0,0,0,0,0,0,1
LYM-SWIAKWIC,0,0,1,0,0,0,0,0,0
ADI-RPYCPTHH,1,0,0,0,0,0,0,0,0
DEB-MVHGGECT,0,0,0,0,1,0,0,0,0
MUS-TPDFIKSG,0,0,0,0,0,0,0,1,0
TUM-SAHKGMCE,0,0,0,0,0,0,1,0,0
STR-NESKEELV,0,0,0,1,0,0,0,0,0
MUC-PKKRPYFY,0,0,0,0,0,1,0,0,0
BACK-IAMMIPQF,0,1,0,0,0,0,0,0,0
LYM-RWLYTSLK,0,0,1,0,0,0,0,0,0
DEB-ARLCETYS,0,0,0,0,1,0,0,0,0
ADI-LIYPFDNE,1,0,0,0,0,0,0,0,0
MUS-ECGVRMCD,0,0,0,0,0,0,0,1,0
TUM-NFRNHQES,0,0,0,0,0,0,1,0,0
NORM-CIQFFPAM,0,0,0,0,0,0,0,0,1
STR-YGLGMNNN,0,0,0,1,0,0,0,0,0
BACK-CRYTLNCR,0,1,0,0,0,0,0,0,0
LYM-IKIAKQEW,0,0,1,0,0,0,0,0,0
DEB-KKFQSQGK,0,0,0,0,1,0,0,0,0
TUM-SMDWDKRF,0,0,0,0,0,0,1,0,0
MUS-RDPLVFAA,0,0,0,0,0,0,0,1,0
MUC-YICLFFHK,0,0,0,0,0,1,0,0,0
ADI-CKTACLLV,1,0,0,0,0,0,0,0,0
NORM-QRLKMAAQ,0,0,0,0,0,0,0,0,1
STR-MYLKWYHS,0,0,0,1,0,0,0,0,0
TUM-AEQPQNAN,0,0,0,0,0,0,1,0,0
MUS-CTYVLGKS,0,0,0,0,0,0,0,1,0
LYM-SKHGPFVP,0,0,1,0,0,0,0,0,0
DEB-EFYKDHVT,0,0,0,0,1,0,0,0,0
BACK-MRELIYDN,0,1,0,0,0,0,0,0,0
ADI-SGRLLCRQ,1,0,0,0,0,0,0,0,0
MUC-WMIGSPLH,0,0,0,0,0,1,0,0,0
TUM-FRFMQPKY,0,0,0,0,0,0,1,0,0
STR-RRGNYHRN,0,0,0,1,0,0,0,0,0
MUS-MPENQIPK,0,0,0,0,0,0,0,1,0
NORM-HNQYRFHI,0,0,0,0,0,0,0,0,1
LYM-DKGSHLIL,0,0,1,0,0,0,0,0,0
DEB-QKSKDWCH,0,0,0,0,1,0,0,0,0
BACK-FTSGWPEL,0,1,0,0,0,0,0,0,0
ADI-IIMTATSQ,1,0,0,0,0,0,0,0,0
TUM-PCFFANYL,0,0,0,0,0,0,1,0,0
MUS-EHWDQQVT,0,0,0,0,0,0,0,1,0
MUC-KQEQNLRI,0,0,0,0,0,1,0,0,0
STR-NMETSKNC,0,0,0,1,0,0,0,0,0
LYM-LIFFCMAC,0,0,1,0,0,0,0,0,0
DEB-TQCEISNH,0,0,0,0,1,0,0,0,0
NORM-QQEYTFCD,0,0,0,0,0,0,0,0,1
TUM-PATSCYDL,0,0,0,0,0,0,1,0,0
BACK-MKSSQCET,0,1,0,0,0,0,0,0,0
MUS-PDWQILWV,0,0,0,0,0,0,0,1,0
ADI-GGVDIVYA,1,0,0,0,0,0,0,0,0
STR-DSNILMKI,0,0,0,1,0,0,0,0,0
LYM-WYWVALQK,0,0,1,0,0,0,0,0,0
MUC-FRATKMHD,0,0,0,0,0,1,0,0,0
TUM-MMPMHKIK,0,0,0,0,0,0,1,0,0
DEB-ALGTVHFF,0,0,0,0,1,0,0,0,0
MUS-QNDKMKWQ,0,0,0,0,0,0,0,1,0
BACK-NRLLDCCT,0,1,0,0,0,0,0,0,0
NORM-RVWHYNLE,0,0,0,0,0,0,0,0,1
ADI-NSDAQSYQ,1,0,0,0,0,0,0,0,0
TUM-TVALFQPA,0,0,0,0,0,0,1,0,0
LYM-IADALTIC,0,0,1,0,0,0,0,0,0
STR-FIKDRYAV,0,0,0,1,0,0,0,0,0
DEB-TNQQFDHY,0,0,0,0,1,0,0,0,0
MUS-FPWNNFPP,0,0,0,0,0,0,0,1,0
MUC-CEWTFEPE,0,0,0,0,0,1,0,0,0
BACK-GIMQICEN,0,1,0,0,0,0,0,0,0
TUM-QQSWSIWQ,0,0,0,0,0,0,1,0,0
ADI-KPQMFNTC,1,0,0,0,0,0,0,0,0
NORM-LRCDTGMI,0,0,0,0,0,0,0,0,1
LYM-SGQNTMKQ,0,0,1,0,0,0,0,0,0
MUS-EREPLVGP,0,0,0,0,0,0,0,1,0
DEB-ATMRMAIL,0,0,0,0,1,0,0,0,0
STR-ITIAWCPP,0,0,0,1,0,0,0,0,0
TUM-YWPWTISQ,0,0,0,0,0,0,1,0,0
BACK-CRKYIGFW,0,1,0,0,0,0,0,0,0
MUC-WDVSKVWV,0,0,0,0,0,1,0,0,0
ADI-KIAEDSEL,1,0,0,0,0,0,0,0,0
MUS-LEEIQPKD,0,0,0,0,0,0,0,1,0
LYM-GQQVLMFS,0,0,1,0,0,0,0,0,0
DEB-QDNIFTGK,0,0,0,0,1,0,0,0,0
NORM-SYYCNMNA,0,0,0,0,0,0,0,0,1
STR-HAQPIRGL,0,0,0,1,0,0,0,0,0
TUM-GLMDTYEL,0,0,0,0,0,0,1,0,0
BACK-LSHHQNRN,0,1,0,0,0,0,0,0,0
MUS-INPIIFDF,0,0,0,0,0,0,0,1,0
MUC-EHMCLQLF,0,0,0,0,0,1,0,0,0
ADI-LYAPQYSN,1,0,0,0,0,0,0,0,0
LYM-AYHDAMFG,0,0,1,0,0,0,0,0,0
TUM-SNKFVMKF,0,0,0,0,0,0,1,0,0
DEB-LKTQDSSE,0,0,0,0,1,0,0,0,0
STR-TYTTKNYV,0,0,0,1,0,0,0,0,0
NORM-LQALWTLA,0,0,0,0,0,0,0,0,1
MUS-EAFLIQIG,0,0,0,0,0,0,0,1,0
BACK-MFCQVQKC,0,1,0,0,0,0,0,0,0
TUM-YKQDQTQM,0,0,0,0,0,0,1,0,0
LYM-GKCGVCNM,0,0,1,0,0,0,0,0,0
ADI-EGNIHRYC,1,0,0,0,0,0,0,0,0
DEB-NALMERLY,0,0,0,0,1,0,0,0,0
MUC-SYGQKIAT,0,0,0,0,0,1,0,0,0
MUS-NFMGAMFF,0,0,0,0,0,0,0,1,0
STR-KCFKGEGF,0,0,0,1,0,0,0,0,0
TUM-CFYTDSVG,0,0,0,0,0,0,1,0,0
BACK-ARAMYKFD,0,1,0,0,0,0,0,0,0
NORM-WVRVQWCH,0,0,0,0,0,0,0,0,1
LYM-IMTMGTRA,0,0,1,0,0,0,0,0,0
DEB-QWFLCGNG,0,0,0,0,1,0,0,0,0
ADI-HNDSVHLV,1,0,0,0,0,0,0,0,0
MUS-NVFKNVKM,0,0,0,0,0,0,0,1,0
TUM-NIGYHTCQ,0,0,0,0,0,0,1,0,0
MUC-HWLDNCSF,0,0,0,0,0,1,0,0,0
STR-YRYQEQCA,0,0,0,1,0,0,0,0,0
LYM-KKCKVKVN,0,0,1,0,0,0,0,0,0
BACK-EQIAVLRE,0,1,0,0,0,0,0,0,0
DEB-FKQERYWC,0,0,0,0,1,0,0,0,0
MUS-CWAVMMKD,0,0,0,0,0,0,0,1,0
ADI-HILCLEAW,1,0,0,0,0,0,0,0,0
NORM-AKGRQSTF,0,0,0,0,0,0,0,0,1
TUM-NFTYRCLK,0,0,0,0,0,0,1,0,0
STR-GLYRFNHD,0,0,0,1,0,0,0,0,0
MUC-HIAFCYYS,0,0,0,0,0,1,0,0,0
LYM-STPPYTQQ,0,0,1,0,0,0,0,0,0
MUS-ATYYYICI,0,0,0,0,0,0,0,1,0
BACK-MRAGIMCL,0,1,0,0,0,0,0,0,0
DEB-WKVYDMGW,0,0,0,0,1,0,0,0,0
TUM-NQLHWEHT,0,0,0,0,0,0,1,0,0
ADI-EQRMWQVG,1,0,0,0,0,0,0,0,0
NORM-FGTYIMGL,0,0,0,0,0,0,0,0,1
STR-AQLYHRPG,0,0,0,1,0,0,0,0,0
MUS-IVKEWRFI,0,0,0,0,0,0,0,1,0
LYM-FYGCKRMT,0,0,1,0,0,0,0,0,0
TUM-KFWWNDLK,0,0,0,0,0,0,1,0,0
DEB-RANSEQTA,0,0,0,0,1,0,0,0,0
BACK-DDRQEWCH,0,1,0,0,0,0,0,0,0
MUC-KTQLITPL,0,0,0,0,0,1,0,0,0
ADI-NDGGEASK,1,0,0,0,0,0,0,0,0
MUS-ALKKYAGR,0,0,0,0,0,0,0,1,0
TUM-YSGLLGRY,0,0,0,0,0,0,1,0,0
NORM-PLPHKMSW,0,0,0,0,0,0,0,0,1
LYM-TWIDCFIS,0,0,1,0,0,0,0,0,0
STR-WVNMVNRK,0,0,0,1,0,0,0,0,0
DEB-TPMCEAHV,0,0,0,0,1,0,0,0,0
BACK-ENIFTRCF,0,1,0,0,0,0,0,0,0
MUC-KEFGGPMN,0,0,0,0,0,1,0,0,0
ADI-NSTSDHAE,1,0,0,0,0,0,0,0,0
TUM-YNKWNPVI,0,0,0,0,0,0,1,0,0
MUS-SHARSKPV,0,0,0,0,0,0,0,1,0
LYM-CRILWYFW,0,0,1,0,0,0,0,0,0
STR-VESQGQVL,0,0,0,1,0,0,0,0,0
DEB-MFSCAIPH,0,0,0,0,1,0,0,0,0
NORM-WMTMMHRV,0,0,0,0,0,0,0,0,1
BACK-GPYENTIH,0,1,0,0,0,0,0,0,0
TUM-VIIAREGR,0,0,0,0,0,0,1,0,0
MUS-HTDGNMDL,0,0,0,0,0,0,0,1,0
ADI-DFGDHTQF,1,0,0,0,0,0,0,0,0
MUC-TMNARCKW,0,0,0,0,0,1,0,0,0
LYM-MRCARSFE,0,0,1,0,0,0,0,0,0
STR-PRPVHPYF,0,0,0,1,0,0,0,0,0
DEB-IWFQCAFA,0,0,0,0,1,0,0,0,0
TUM-RWPSNYPH,0,0,0,0,0,0,1,0,0
MUS-HPGQFCPQ,0,0,0,0,0,0,0,1,0
BACK-KNRMPEET,0,1,0,0,0,0,0,0,0
NORM-LWVDRDRK,0,0,0,0,0,0,0,0,1
ADI-HCSTIHMP,1,0,0,0,0,0,0,0,0
LYM-KVFWAMSV,0,0,1,0,0,0,0,0,0
TUM-SFWESGVY,0,0,0,0,0,0,1,0,0
MUC-MKNDQFFC,0,0,0,0,0,1,0,0,0
MUS-APDFSNEM,0,0,0,0,0,0,0,1,0
DEB-TGFWHKEE,0,0,0,0,1,0,0,0,0
STR-DMWEAEHT,0,0,0,1,0,0,0,0,0
BACK-MNKKSWYL,0,1,0,0,0,0,0,0,0
TUM-IAYDHRTA,0,0,0,0,0,0,1,0,0
ADI-NRGDCFRI,1,0,0,0,0,0,0,0,0
LYM-MMELWCLT,0,0,1,0,0,0,0,0,0
NORM-HGLRKDWY,0,0,0,0,0,0,0,0,1
MUS-HHQNTTKS,0,0,0,0,0,0,0,1,0
DEB-FFTNYACD,0,0,0,0,1,0,0,0,0
STR-EAGNNHSG,0,0,0,1,0,0,0,0,0
MUC-CAYVIFEY,0,0,0,0,0,1,0,0,0
TUM-MSYNACAE,0,0,0,0,0,0,1,0,0
BACK-KFGAFHDL,0,1,0,0,0,0,0,0,0
MUS-ASKWMKYT,0,0,0,0,0,0,0,1,0
LYM-LHFETCTN,0,0,1,0,0,0,0,0,0
ADI-RMCSEIIE,1,0,0,0,0,0,0,0,0
DEB-FPSMLNAS,0,0,0,0,1,0,0,0,0
NORM-SINMHDLF,0,0,0,0,0,0,0,0,1
TUM-MIGSEARC,0,0,0,0,0,0,1,0,0
STR-EGAPYIQP,0,0,0,1,0,0,0,0,0
MUS-QKMCPIMT,0,0,0,0,0,0,0,1,0
BACK-NSFYVNRG,0,1,0,0,0,0,0,0,0
MUC-MSNDGCFE,0,0,0,0,0,1,0,0,0
LYM-FNKVIMFI,0,0,1,0,0,0,0,0,0
ADI-MPPWHCEG,1,0,0,0,0,0,0,0,0
DEB-QSTWFFRY,0,0,0,0,1,0,0,0,0
TUM-LTHVRQVR,0,0,0,0,0,0,1,0,0
NORM-CCNWMHPM,0,0,0,0,0,0,0,0,1
MUS-QQAMIPKK,0,0,0,0,0,0,0,1,0
STR-DARCPLCF,0,0,0,1,0,0,0,0,0
BACK-GKGQQPFL,0,1,0,0,0,0,0,0,0
LYM-IWENYFHP,0,0,1,0,0,0,0,0,0
TUM-CQAWQYAP,0,0,0,0,0,0,1,0,0
MUC-MNIGALHA,0,0,0,0,0,1,0,0,0
ADI-IYNDYHEC,1,0,0,0,0,0,0,0,0
DEB-YGFWCAKY,0,0,0,0,1,0,0,0,0
MUS-GQQNYYWW,0,0,0,0,0,0,0,1,0
STR-AKPWKALA,0,0,0,1,0,0,0,0,0
NORM-KGMNDWWH,0,0,0,0,0,0,0,0,1
TUM-KMDSPVCP,0,0,0,0,0,0,1,0,0
LYM-FNIQEGRN,0,0,1,0,0,0,0,0,0
BACK-GTHLQKEF,0,1,0,0,0,0,0,0,0
DEB-ISQSRVVK,0,0,0,0,1,0,0,0,0
MUS-CVNGKTYY,0,0,0,0,0,0,0,1,0
ADI-RFMQHVER,1,0,0,0,0,0,0,0,0
MUC-LMDRCQKF,0,0,0,0,0,1,0,0,0
TUM-PESNCGRW,0,0,0,0,0,0,1,0,0
STR-NDPYHINT,0,0,0,1,0,0,0,0,0
LYM-PLADQGTG,0,0,1,0,0,0,0,0,0
